ID;UF;LON;LAT;ANNUAL
1458;RS;-503.490;-297.005;4208
1459;RS;-502.490;-297.005;4098
1460;RS;-501.490;-297.005;4157
1461;RS;-500.490;-297.005;4264
1462;RS;-499.490;-297.005;4373
1464;RS;-569.490;-296.005;4830
1465;RS;-568.490;-296.005;4823
1466;RS;-567.490;-296.005;4822
1467;RS;-566.490;-296.005;4832
1468;RS;-565.490;-296.005;4823
1469;RS;-564.490;-296.005;4813
1470;RS;-563.490;-296.005;4813
1471;RS;-562.490;-296.005;4819
1472;RS;-561.490;-296.005;4820
1473;RS;-560.490;-296.005;4809
1474;RS;-559.490;-296.005;4792
1475;RS;-558.490;-296.005;4782
1476;RS;-557.490;-296.005;4777
1477;RS;-556.490;-296.005;4758
1478;RS;-555.490;-296.005;4744
1479;RS;-554.490;-296.005;4723
1480;RS;-553.490;-296.005;4706
1481;RS;-552.490;-296.005;4683
1482;RS;-551.490;-296.005;4675
1483;RS;-550.490;-296.005;4642
1484;RS;-549.490;-296.005;4615
1485;RS;-548.490;-296.005;4606
1486;RS;-547.490;-296.005;4606
1487;RS;-546.490;-296.005;4609
1488;RS;-545.490;-296.005;4601
1489;RS;-544.490;-296.005;4582
1490;RS;-543.490;-296.005;4575
1491;RS;-542.490;-296.005;4571
1492;RS;-541.490;-296.005;4558
1493;RS;-540.490;-296.005;4546
1494;RS;-539.490;-296.005;4531
1495;RS;-538.490;-296.005;4525
1496;RS;-537.490;-296.005;4503
1497;RS;-536.490;-296.005;4487
1498;RS;-535.490;-296.005;4478
1499;RS;-534.490;-296.005;4483
1500;RS;-533.490;-296.005;4477
1501;RS;-532.490;-296.005;4472
1502;RS;-531.490;-296.005;4454
1503;RS;-530.490;-296.005;4429
1504;RS;-529.490;-296.005;4403
1505;RS;-528.490;-296.005;4374
1506;RS;-527.490;-296.005;4378
1507;RS;-526.490;-296.005;4347
1508;RS;-525.490;-296.005;4338
1509;RS;-524.490;-296.005;4337
1510;RS;-523.490;-296.005;4311
1511;RS;-522.490;-296.005;4311
1512;RS;-521.490;-296.005;4331
1513;RS;-520.490;-296.005;4365
1514;RS;-519.490;-296.005;4387
1515;RS;-518.490;-296.005;4397
1516;RS;-517.490;-296.005;4377
1517;RS;-516.490;-296.005;4350
1518;RS;-515.490;-296.005;4339
1519;RS;-514.490;-296.005;4330
1520;RS;-513.490;-296.005;4352
1521;RS;-512.490;-296.005;4365
1522;RS;-511.490;-296.005;4354
1523;RS;-510.490;-296.005;4323
1524;RS;-509.490;-296.005;4281
1525;RS;-508.490;-296.005;4283
1526;RS;-507.490;-296.005;4323
1527;RS;-506.490;-296.005;4323
1528;RS;-505.490;-296.005;4283
1529;RS;-504.490;-296.005;4266
1530;RS;-503.490;-296.005;4192
1531;RS;-502.490;-296.005;4136
1532;RS;-501.490;-296.005;4030
1533;RS;-500.490;-296.005;4167
1534;RS;-499.490;-296.005;4250
1535;RS;-498.490;-296.005;4347
1536;RS;-569.490;-295.005;4848
1537;RS;-568.490;-295.005;4832
1538;RS;-567.490;-295.005;4828
1539;RS;-566.490;-295.005;4824
1540;RS;-565.490;-295.005;4813
1541;RS;-564.490;-295.005;4810
1542;RS;-563.490;-295.005;4815
1543;RS;-562.490;-295.005;4812
1544;RS;-561.490;-295.005;4817
1545;RS;-560.490;-295.005;4811
1546;RS;-559.490;-295.005;4793
1547;RS;-558.490;-295.005;4792
1548;RS;-557.490;-295.005;4781
1549;RS;-556.490;-295.005;4759
1550;RS;-555.490;-295.005;4748
1551;RS;-554.490;-295.005;4726
1552;RS;-553.490;-295.005;4718
1553;RS;-552.490;-295.005;4709
1554;RS;-551.490;-295.005;4690
1555;RS;-550.490;-295.005;4654
1556;RS;-549.490;-295.005;4618
1557;RS;-548.490;-295.005;4606
1558;RS;-547.490;-295.005;4601
1559;RS;-546.490;-295.005;4605
1560;RS;-545.490;-295.005;4603
1561;RS;-544.490;-295.005;4596
1562;RS;-543.490;-295.005;4581
1563;RS;-542.490;-295.005;4567
1564;RS;-541.490;-295.005;4559
1565;RS;-540.490;-295.005;4557
1566;RS;-539.490;-295.005;4554
1567;RS;-538.490;-295.005;4558
1568;RS;-537.490;-295.005;4539
1569;RS;-536.490;-295.005;4519
1570;RS;-535.490;-295.005;4500
1571;RS;-534.490;-295.005;4495
1572;RS;-533.490;-295.005;4480
1573;RS;-532.490;-295.005;4488
1574;RS;-531.490;-295.005;4486
1575;RS;-530.490;-295.005;4485
1576;RS;-529.490;-295.005;4463
1577;RS;-528.490;-295.005;4417
1578;RS;-527.490;-295.005;4397
1579;RS;-526.490;-295.005;4366
1580;RS;-525.490;-295.005;4350
1581;RS;-524.490;-295.005;4338
1582;RS;-523.490;-295.005;4291
1583;RS;-522.490;-295.005;4278
1584;RS;-521.490;-295.005;4305
1585;RS;-520.490;-295.005;4341
1586;RS;-519.490;-295.005;4362
1587;RS;-518.490;-295.005;4383
1588;RS;-517.490;-295.005;4363
1589;RS;-516.490;-295.005;4348
1590;RS;-515.490;-295.005;4314
1591;RS;-514.490;-295.005;4291
1592;RS;-513.490;-295.005;4312
1593;RS;-512.490;-295.005;4345
1594;RS;-511.490;-295.005;4364
1595;RS;-510.490;-295.005;4347
1596;RS;-509.490;-295.005;4291
1597;RS;-508.490;-295.005;4271
1598;RS;-507.490;-295.005;4296
1599;RS;-506.490;-295.005;4255
1600;RS;-505.490;-295.005;4247
1601;RS;-504.490;-295.005;4255
1602;RS;-503.490;-295.005;4216
1603;RS;-502.490;-295.005;4137
1604;RS;-501.490;-295.005;4056
1605;RS;-500.490;-295.005;4060
1606;RS;-499.490;-295.005;4053
1607;RS;-498.490;-295.005;4218
1608;RS;-567.490;-294.005;4823
1609;RS;-566.490;-294.005;4807
1610;RS;-565.490;-294.005;4805
1611;RS;-564.490;-294.005;4807
1612;RS;-563.490;-294.005;4802
1613;RS;-562.490;-294.005;4806
1614;RS;-561.490;-294.005;4807
1615;RS;-560.490;-294.005;4805
1616;RS;-559.490;-294.005;4792
1617;RS;-558.490;-294.005;4788
1618;RS;-557.490;-294.005;4780
1619;RS;-556.490;-294.005;4778
1620;RS;-555.490;-294.005;4751
1621;RS;-554.490;-294.005;4745
1622;RS;-553.490;-294.005;4739
1623;RS;-552.490;-294.005;4719
1624;RS;-551.490;-294.005;4706
1625;RS;-550.490;-294.005;4677
1626;RS;-549.490;-294.005;4658
1627;RS;-548.490;-294.005;4628
1628;RS;-547.490;-294.005;4623
1629;RS;-546.490;-294.005;4609
1630;RS;-545.490;-294.005;4608
1631;RS;-544.490;-294.005;4612
1632;RS;-543.490;-294.005;4605
1633;RS;-542.490;-294.005;4584
1634;RS;-541.490;-294.005;4562
1635;RS;-540.490;-294.005;4562
1636;RS;-539.490;-294.005;4567
1637;RS;-538.490;-294.005;4578
1638;RS;-537.490;-294.005;4573
1639;RS;-536.490;-294.005;4547
1640;RS;-535.490;-294.005;4519
1641;RS;-534.490;-294.005;4517
1642;RS;-533.490;-294.005;4505
1643;RS;-532.490;-294.005;4509
1644;RS;-531.490;-294.005;4512
1645;RS;-530.490;-294.005;4522
1646;RS;-529.490;-294.005;4508
1647;RS;-528.490;-294.005;4466
1648;RS;-527.490;-294.005;4433
1649;RS;-526.490;-294.005;4401
1650;RS;-525.490;-294.005;4378
1651;RS;-524.490;-294.005;4366
1652;RS;-523.490;-294.005;4328
1653;RS;-522.490;-294.005;4307
1654;RS;-521.490;-294.005;4325
1655;RS;-520.490;-294.005;4346
1656;RS;-519.490;-294.005;4344
1657;RS;-518.490;-294.005;4370
1658;RS;-517.490;-294.005;4358
1659;RS;-516.490;-294.005;4349
1660;RS;-515.490;-294.005;4334
1661;RS;-514.490;-294.005;4302
1662;RS;-513.490;-294.005;4309
1663;RS;-512.490;-294.005;4330
1664;RS;-511.490;-294.005;4339
1665;RS;-510.490;-294.005;4338
1666;RS;-509.490;-294.005;4318
1667;RS;-508.490;-294.005;4290
1668;RS;-507.490;-294.005;4288
1669;RS;-506.490;-294.005;4293
1670;RS;-505.490;-294.005;4327
1671;RS;-504.490;-294.005;4329
1672;RS;-503.490;-294.005;4277
1673;RS;-502.490;-294.005;4213
1674;RS;-501.490;-294.005;4121
1675;RS;-500.490;-294.005;3981
1676;RS;-499.490;-294.005;3947
1677;RS;-498.490;-294.005;4143
1678;RS;-497.490;-294.005;4302
1679;RS;-566.490;-293.005;4816
1680;RS;-565.490;-293.005;4817
1681;RS;-564.490;-293.005;4819
1682;RS;-563.490;-293.005;4820
1683;RS;-562.490;-293.005;4812
1684;RS;-561.490;-293.005;4801
1685;RS;-560.490;-293.005;4799
1686;RS;-559.490;-293.005;4792
1687;RS;-558.490;-293.005;4793
1688;RS;-557.490;-293.005;4785
1689;RS;-556.490;-293.005;4778
1690;RS;-555.490;-293.005;4760
1691;RS;-554.490;-293.005;4758
1692;RS;-553.490;-293.005;4754
1693;RS;-552.490;-293.005;4743
1694;RS;-551.490;-293.005;4728
1695;RS;-550.490;-293.005;4712
1696;RS;-549.490;-293.005;4693
1697;RS;-548.490;-293.005;4662
1698;RS;-547.490;-293.005;4631
1699;RS;-546.490;-293.005;4634
1700;RS;-545.490;-293.005;4628
1701;RS;-544.490;-293.005;4620
1702;RS;-543.490;-293.005;4629
1703;RS;-542.490;-293.005;4620
1704;RS;-541.490;-293.005;4599
1705;RS;-540.490;-293.005;4593
1706;RS;-539.490;-293.005;4583
1707;RS;-538.490;-293.005;4583
1708;RS;-537.490;-293.005;4582
1709;RS;-536.490;-293.005;4572
1710;RS;-535.490;-293.005;4553
1711;RS;-534.490;-293.005;4553
1712;RS;-533.490;-293.005;4550
1713;RS;-532.490;-293.005;4530
1714;RS;-531.490;-293.005;4535
1715;RS;-530.490;-293.005;4544
1716;RS;-529.490;-293.005;4544
1717;RS;-528.490;-293.005;4519
1718;RS;-527.490;-293.005;4459
1719;RS;-526.490;-293.005;4435
1720;RS;-525.490;-293.005;4417
1721;RS;-524.490;-293.005;4400
1722;RS;-523.490;-293.005;4385
1723;RS;-522.490;-293.005;4370
1724;RS;-521.490;-293.005;4355
1725;RS;-520.490;-293.005;4351
1726;RS;-519.490;-293.005;4343
1727;RS;-518.490;-293.005;4376
1728;RS;-517.490;-293.005;4385
1729;RS;-516.490;-293.005;4392
1730;RS;-515.490;-293.005;4386
1731;RS;-514.490;-293.005;4369
1732;RS;-513.490;-293.005;4357
1733;RS;-512.490;-293.005;4336
1734;RS;-511.490;-293.005;4341
1735;RS;-510.490;-293.005;4356
1736;RS;-509.490;-293.005;4352
1737;RS;-508.490;-293.005;4340
1738;RS;-507.490;-293.005;4332
1739;RS;-506.490;-293.005;4353
1740;RS;-505.490;-293.005;4367
1741;RS;-504.490;-293.005;4379
1742;RS;-503.490;-293.005;4344
1743;RS;-502.490;-293.005;4288
1744;RS;-501.490;-293.005;4164
1745;RS;-500.490;-293.005;3984
1746;RS;-499.490;-293.005;3949
1747;RS;-498.490;-293.005;4109
1748;RS;-497.490;-293.005;4232
1750;RS;-566.490;-292.005;4822
1751;RS;-565.490;-292.005;4813
1752;RS;-564.490;-292.005;4826
1753;RS;-563.490;-292.005;4828
1754;RS;-562.490;-292.005;4819
1755;RS;-561.490;-292.005;4810
1756;RS;-560.490;-292.005;4800
1757;RS;-559.490;-292.005;4798
1758;RS;-558.490;-292.005;4798
1759;RS;-557.490;-292.005;4793
1760;RS;-556.490;-292.005;4781
1761;RS;-555.490;-292.005;4771
1762;RS;-554.490;-292.005;4762
1763;RS;-553.490;-292.005;4746
1764;RS;-552.490;-292.005;4738
1765;RS;-551.490;-292.005;4722
1766;RS;-550.490;-292.005;4705
1767;RS;-549.490;-292.005;4698
1768;RS;-548.490;-292.005;4682
1769;RS;-547.490;-292.005;4661
1770;RS;-546.490;-292.005;4665
1771;RS;-545.490;-292.005;4660
1772;RS;-544.490;-292.005;4645
1773;RS;-543.490;-292.005;4640
1774;RS;-542.490;-292.005;4632
1775;RS;-541.490;-292.005;4613
1776;RS;-540.490;-292.005;4605
1777;RS;-539.490;-292.005;4586
1778;RS;-538.490;-292.005;4589
1779;RS;-537.490;-292.005;4587
1780;RS;-536.490;-292.005;4578
1781;RS;-535.490;-292.005;4564
1782;RS;-534.490;-292.005;4560
1783;RS;-533.490;-292.005;4557
1784;RS;-532.490;-292.005;4540
1785;RS;-531.490;-292.005;4548
1786;RS;-530.490;-292.005;4554
1787;RS;-529.490;-292.005;4553
1788;RS;-528.490;-292.005;4536
1789;RS;-527.490;-292.005;4498
1790;RS;-526.490;-292.005;4448
1791;RS;-525.490;-292.005;4440
1792;RS;-524.490;-292.005;4418
1793;RS;-523.490;-292.005;4398
1794;RS;-522.490;-292.005;4370
1795;RS;-521.490;-292.005;4361
1796;RS;-520.490;-292.005;4359
1797;RS;-519.490;-292.005;4370
1798;RS;-518.490;-292.005;4390
1799;RS;-517.490;-292.005;4396
1800;RS;-516.490;-292.005;4410
1801;RS;-515.490;-292.005;4419
1802;RS;-514.490;-292.005;4411
1803;RS;-513.490;-292.005;4401
1804;RS;-512.490;-292.005;4383
1805;RS;-511.490;-292.005;4361
1806;RS;-510.490;-292.005;4368
1807;RS;-509.490;-292.005;4376
1808;RS;-508.490;-292.005;4377
1809;RS;-507.490;-292.005;4391
1810;RS;-506.490;-292.005;4417
1811;RS;-505.490;-292.005;4425
1812;RS;-504.490;-292.005;4423
1813;RS;-503.490;-292.005;4373
1814;RS;-502.490;-292.005;4341
1815;RS;-501.490;-292.005;4229
1816;RS;-500.490;-292.005;4034
1817;RS;-499.490;-292.005;3939
1818;RS;-498.490;-292.005;4031
1822;RS;-566.490;-291.005;4830
1823;RS;-565.490;-291.005;4820
1824;RS;-564.490;-291.005;4820
1825;RS;-563.490;-291.005;4817
1826;RS;-562.490;-291.005;4817
1827;RS;-561.490;-291.005;4804
1828;RS;-560.490;-291.005;4792
1829;RS;-559.490;-291.005;4794
1830;RS;-558.490;-291.005;4798
1831;RS;-557.490;-291.005;4793
1832;RS;-556.490;-291.005;4785
1833;RS;-555.490;-291.005;4771
1834;RS;-554.490;-291.005;4755
1835;RS;-553.490;-291.005;4741
1836;RS;-552.490;-291.005;4722
1837;RS;-551.490;-291.005;4714
1838;RS;-550.490;-291.005;4701
1839;RS;-549.490;-291.005;4710
1840;RS;-548.490;-291.005;4708
1841;RS;-547.490;-291.005;4701
1842;RS;-546.490;-291.005;4688
1843;RS;-545.490;-291.005;4674
1844;RS;-544.490;-291.005;4673
1845;RS;-543.490;-291.005;4648
1846;RS;-542.490;-291.005;4640
1847;RS;-541.490;-291.005;4628
1848;RS;-540.490;-291.005;4622
1849;RS;-539.490;-291.005;4606
1850;RS;-538.490;-291.005;4608
1851;RS;-537.490;-291.005;4610
1852;RS;-536.490;-291.005;4599
1853;RS;-535.490;-291.005;4578
1854;RS;-534.490;-291.005;4565
1855;RS;-533.490;-291.005;4553
1856;RS;-532.490;-291.005;4545
1857;RS;-531.490;-291.005;4554
1858;RS;-530.490;-291.005;4569
1859;RS;-529.490;-291.005;4549
1860;RS;-528.490;-291.005;4546
1861;RS;-527.490;-291.005;4543
1862;RS;-526.490;-291.005;4488
1863;RS;-525.490;-291.005;4464
1864;RS;-524.490;-291.005;4430
1865;RS;-523.490;-291.005;4393
1866;RS;-522.490;-291.005;4374
1867;RS;-521.490;-291.005;4370
1868;RS;-520.490;-291.005;4354
1869;RS;-519.490;-291.005;4362
1870;RS;-518.490;-291.005;4394
1871;RS;-517.490;-291.005;4397
1872;RS;-516.490;-291.005;4427
1873;RS;-515.490;-291.005;4434
1874;RS;-514.490;-291.005;4427
1875;RS;-513.490;-291.005;4422
1876;RS;-512.490;-291.005;4427
1877;RS;-511.490;-291.005;4413
1878;RS;-510.490;-291.005;4417
1879;RS;-509.490;-291.005;4419
1880;RS;-508.490;-291.005;4438
1881;RS;-507.490;-291.005;4449
1882;RS;-506.490;-291.005;4442
1883;RS;-505.490;-291.005;4446
1884;RS;-504.490;-291.005;4443
1885;RS;-503.490;-291.005;4408
1886;RS;-502.490;-291.005;4394
1887;RS;-501.490;-291.005;4341
1888;RS;-500.490;-291.005;4159
1889;RS;-499.490;-291.005;3902
1895;RS;-564.490;-290.005;4812
1896;RS;-563.490;-290.005;4810
1897;RS;-562.490;-290.005;4804
1898;RS;-561.490;-290.005;4789
1899;RS;-560.490;-290.005;4790
1900;RS;-559.490;-290.005;4784
1901;RS;-558.490;-290.005;4790
1902;RS;-557.490;-290.005;4783
1903;RS;-556.490;-290.005;4780
1904;RS;-555.490;-290.005;4775
1905;RS;-554.490;-290.005;4761
1906;RS;-553.490;-290.005;4746
1907;RS;-552.490;-290.005;4739
1908;RS;-551.490;-290.005;4733
1909;RS;-550.490;-290.005;4723
1910;RS;-549.490;-290.005;4724
1911;RS;-548.490;-290.005;4722
1912;RS;-547.490;-290.005;4713
1913;RS;-546.490;-290.005;4696
1914;RS;-545.490;-290.005;4682
1915;RS;-544.490;-290.005;4670
1916;RS;-543.490;-290.005;4656
1917;RS;-542.490;-290.005;4644
1918;RS;-541.490;-290.005;4634
1919;RS;-540.490;-290.005;4631
1920;RS;-539.490;-290.005;4618
1921;RS;-538.490;-290.005;4615
1922;RS;-537.490;-290.005;4615
1923;RS;-536.490;-290.005;4604
1924;RS;-535.490;-290.005;4576
1925;RS;-534.490;-290.005;4569
1926;RS;-533.490;-290.005;4565
1927;RS;-532.490;-290.005;4561
1928;RS;-531.490;-290.005;4568
1929;RS;-530.490;-290.005;4576
1930;RS;-529.490;-290.005;4557
1931;RS;-528.490;-290.005;4556
1932;RS;-527.490;-290.005;4556
1933;RS;-526.490;-290.005;4545
1934;RS;-525.490;-290.005;4510
1935;RS;-524.490;-290.005;4478
1936;RS;-523.490;-290.005;4435
1937;RS;-522.490;-290.005;4403
1938;RS;-521.490;-290.005;4390
1939;RS;-520.490;-290.005;4380
1940;RS;-519.490;-290.005;4390
1941;RS;-518.490;-290.005;4413
1942;RS;-517.490;-290.005;4417
1943;RS;-516.490;-290.005;4421
1944;RS;-515.490;-290.005;4420
1945;RS;-514.490;-290.005;4423
1946;RS;-513.490;-290.005;4429
1947;RS;-512.490;-290.005;4438
1948;RS;-511.490;-290.005;4429
1949;RS;-510.490;-290.005;4434
1950;RS;-509.490;-290.005;4448
1951;RS;-508.490;-290.005;4454
1952;RS;-507.490;-290.005;4445
1953;RS;-506.490;-290.005;4447
1954;RS;-505.490;-290.005;4457
1955;RS;-504.490;-290.005;4456
1956;RS;-503.490;-290.005;4429
1957;RS;-502.490;-290.005;4410
1958;RS;-501.490;-290.005;4374
1959;RS;-500.490;-290.005;4229
1960;RS;-499.490;-290.005;3967
1967;RS;-563.490;-289.005;4804
1968;RS;-562.490;-289.005;4785
1969;RS;-561.490;-289.005;4787
1970;RS;-560.490;-289.005;4785
1971;RS;-559.490;-289.005;4775
1972;RS;-558.490;-289.005;4779
1973;RS;-557.490;-289.005;4779
1974;RS;-556.490;-289.005;4775
1975;RS;-555.490;-289.005;4770
1976;RS;-554.490;-289.005;4763
1977;RS;-553.490;-289.005;4744
1978;RS;-552.490;-289.005;4741
1979;RS;-551.490;-289.005;4734
1980;RS;-550.490;-289.005;4729
1981;RS;-549.490;-289.005;4721
1982;RS;-548.490;-289.005;4718
1983;RS;-547.490;-289.005;4718
1984;RS;-546.490;-289.005;4702
1985;RS;-545.490;-289.005;4678
1986;RS;-544.490;-289.005;4661
1987;RS;-543.490;-289.005;4656
1988;RS;-542.490;-289.005;4655
1989;RS;-541.490;-289.005;4650
1990;RS;-540.490;-289.005;4643
1991;RS;-539.490;-289.005;4619
1992;RS;-538.490;-289.005;4611
1993;RS;-537.490;-289.005;4611
1994;RS;-536.490;-289.005;4596
1995;RS;-535.490;-289.005;4575
1996;RS;-534.490;-289.005;4571
1997;RS;-533.490;-289.005;4572
1998;RS;-532.490;-289.005;4572
1999;RS;-531.490;-289.005;4574
2000;RS;-530.490;-289.005;4576
2001;RS;-529.490;-289.005;4566
2002;RS;-528.490;-289.005;4563
2003;RS;-527.490;-289.005;4562
2004;RS;-526.490;-289.005;4569
2005;RS;-525.490;-289.005;4545
2006;RS;-524.490;-289.005;4516
2007;RS;-523.490;-289.005;4469
2008;RS;-522.490;-289.005;4436
2009;RS;-521.490;-289.005;4413
2010;RS;-520.490;-289.005;4417
2011;RS;-519.490;-289.005;4411
2012;RS;-518.490;-289.005;4422
2013;RS;-517.490;-289.005;4432
2014;RS;-516.490;-289.005;4435
2015;RS;-515.490;-289.005;4421
2016;RS;-514.490;-289.005;4428
2017;RS;-513.490;-289.005;4436
2018;RS;-512.490;-289.005;4427
2019;RS;-511.490;-289.005;4426
2020;RS;-510.490;-289.005;4424
2021;RS;-509.490;-289.005;4451
2022;RS;-508.490;-289.005;4442
2023;RS;-507.490;-289.005;4448
2024;RS;-506.490;-289.005;4460
2025;RS;-505.490;-289.005;4447
2026;RS;-504.490;-289.005;4447
2027;RS;-503.490;-289.005;4425
2028;RS;-502.490;-289.005;4410
2029;RS;-501.490;-289.005;4378
2030;RS;-500.490;-289.005;4279
2031;RS;-499.490;-289.005;3989
2039;RS;-563.490;-288.005;4798
2040;RS;-562.490;-288.005;4787
2041;RS;-561.490;-288.005;4790
2042;RS;-560.490;-288.005;4779
2043;RS;-559.490;-288.005;4775
2044;RS;-558.490;-288.005;4770
2045;RS;-557.490;-288.005;4768
2046;RS;-556.490;-288.005;4767
2047;RS;-555.490;-288.005;4767
2048;RS;-554.490;-288.005;4753
2049;RS;-553.490;-288.005;4735
2050;RS;-552.490;-288.005;4728
2051;RS;-551.490;-288.005;4734
2052;RS;-550.490;-288.005;4734
2053;RS;-549.490;-288.005;4720
2054;RS;-548.490;-288.005;4711
2055;RS;-547.490;-288.005;4722
2056;RS;-546.490;-288.005;4700
2057;RS;-545.490;-288.005;4679
2058;RS;-544.490;-288.005;4661
2059;RS;-543.490;-288.005;4647
2060;RS;-542.490;-288.005;4643
2061;RS;-541.490;-288.005;4654
2062;RS;-540.490;-288.005;4646
2063;RS;-539.490;-288.005;4625
2064;RS;-538.490;-288.005;4610
2065;RS;-537.490;-288.005;4609
2066;RS;-536.490;-288.005;4587
2067;RS;-535.490;-288.005;4576
2068;RS;-534.490;-288.005;4574
2069;RS;-533.490;-288.005;4571
2070;RS;-532.490;-288.005;4569
2071;RS;-531.490;-288.005;4568
2072;RS;-530.490;-288.005;4580
2073;RS;-529.490;-288.005;4577
2074;RS;-528.490;-288.005;4576
2075;RS;-527.490;-288.005;4577
2076;RS;-526.490;-288.005;4569
2077;RS;-525.490;-288.005;4556
2078;RS;-524.490;-288.005;4539
2079;RS;-523.490;-288.005;4505
2080;RS;-522.490;-288.005;4481
2081;RS;-521.490;-288.005;4452
2082;RS;-520.490;-288.005;4451
2083;RS;-519.490;-288.005;4448
2084;RS;-518.490;-288.005;4425
2085;RS;-517.490;-288.005;4441
2086;RS;-516.490;-288.005;4439
2087;RS;-515.490;-288.005;4429
2088;RS;-514.490;-288.005;4430
2089;RS;-513.490;-288.005;4438
2090;RS;-512.490;-288.005;4442
2091;RS;-511.490;-288.005;4428
2092;RS;-510.490;-288.005;4418
2093;RS;-509.490;-288.005;4429
2094;RS;-508.490;-288.005;4428
2095;RS;-507.490;-288.005;4430
2096;RS;-506.490;-288.005;4428
2097;RS;-505.490;-288.005;4415
2098;RS;-504.490;-288.005;4422
2099;RS;-503.490;-288.005;4420
2100;RS;-502.490;-288.005;4422
2101;RS;-501.490;-288.005;4422
2102;RS;-500.490;-288.005;4345
2103;RS;-499.490;-288.005;4082
2112;RS;-561.490;-287.005;4780
2113;RS;-560.490;-287.005;4771
2114;RS;-559.490;-287.005;4770
2115;RS;-558.490;-287.005;4772
2116;RS;-557.490;-287.005;4764
2117;RS;-556.490;-287.005;4755
2118;RS;-555.490;-287.005;4748
2119;RS;-554.490;-287.005;4740
2120;RS;-553.490;-287.005;4743
2121;RS;-552.490;-287.005;4728
2122;RS;-551.490;-287.005;4725
2123;RS;-550.490;-287.005;4728
2124;RS;-549.490;-287.005;4713
2125;RS;-548.490;-287.005;4701
2126;RS;-547.490;-287.005;4697
2127;RS;-546.490;-287.005;4684
2128;RS;-545.490;-287.005;4677
2129;RS;-544.490;-287.005;4657
2130;RS;-543.490;-287.005;4649
2131;RS;-542.490;-287.005;4650
2132;RS;-541.490;-287.005;4648
2133;RS;-540.490;-287.005;4642
2134;RS;-539.490;-287.005;4628
2135;RS;-538.490;-287.005;4626
2136;RS;-537.490;-287.005;4612
2137;RS;-536.490;-287.005;4595
2138;RS;-535.490;-287.005;4588
2139;RS;-534.490;-287.005;4583
2140;RS;-533.490;-287.005;4575
2141;RS;-532.490;-287.005;4574
2142;RS;-531.490;-287.005;4576
2143;RS;-530.490;-287.005;4587
2144;RS;-529.490;-287.005;4575
2145;RS;-528.490;-287.005;4576
2146;RS;-527.490;-287.005;4574
2147;RS;-526.490;-287.005;4560
2148;RS;-525.490;-287.005;4558
2149;RS;-524.490;-287.005;4547
2150;RS;-523.490;-287.005;4530
2151;RS;-522.490;-287.005;4516
2152;RS;-521.490;-287.005;4500
2153;RS;-520.490;-287.005;4483
2154;RS;-519.490;-287.005;4465
2155;RS;-518.490;-287.005;4450
2156;RS;-517.490;-287.005;4452
2157;RS;-516.490;-287.005;4450
2158;RS;-515.490;-287.005;4441
2159;RS;-514.490;-287.005;4440
2160;RS;-513.490;-287.005;4455
2161;RS;-512.490;-287.005;4460
2162;RS;-511.490;-287.005;4466
2163;RS;-510.490;-287.005;4453
2164;RS;-509.490;-287.005;4426
2165;RS;-508.490;-287.005;4435
2166;RS;-507.490;-287.005;4428
2167;RS;-506.490;-287.005;4425
2168;RS;-505.490;-287.005;4430
2169;RS;-504.490;-287.005;4432
2170;RS;-503.490;-287.005;4451
2171;RS;-502.490;-287.005;4458
2172;RS;-501.490;-287.005;4466
2173;RS;-500.490;-287.005;4451
2174;RS;-499.490;-287.005;4316
2175;RS;-498.490;-287.005;4128
2185;RS;-560.490;-286.005;4768
2186;RS;-559.490;-286.005;4759
2187;RS;-558.490;-286.005;4756
2188;RS;-557.490;-286.005;4755
2189;RS;-556.490;-286.005;4755
2190;RS;-555.490;-286.005;4751
2191;RS;-554.490;-286.005;4742
2192;RS;-553.490;-286.005;4740
2193;RS;-552.490;-286.005;4739
2194;RS;-551.490;-286.005;4732
2195;RS;-550.490;-286.005;4722
2196;RS;-549.490;-286.005;4712
2197;RS;-548.490;-286.005;4691
2198;RS;-547.490;-286.005;4679
2199;RS;-546.490;-286.005;4671
2200;RS;-545.490;-286.005;4669
2201;RS;-544.490;-286.005;4664
2202;RS;-543.490;-286.005;4661
2203;RS;-542.490;-286.005;4663
2204;RS;-541.490;-286.005;4656
2205;RS;-540.490;-286.005;4650
2206;RS;-539.490;-286.005;4638
2207;RS;-538.490;-286.005;4633
2208;RS;-537.490;-286.005;4615
2209;RS;-536.490;-286.005;4601
2210;RS;-535.490;-286.005;4596
2211;RS;-534.490;-286.005;4594
2212;RS;-533.490;-286.005;4582
2213;RS;-532.490;-286.005;4575
2214;RS;-531.490;-286.005;4571
2215;RS;-530.490;-286.005;4578
2216;RS;-529.490;-286.005;4580
2217;RS;-528.490;-286.005;4580
2218;RS;-527.490;-286.005;4572
2219;RS;-526.490;-286.005;4552
2220;RS;-525.490;-286.005;4559
2221;RS;-524.490;-286.005;4561
2222;RS;-523.490;-286.005;4543
2223;RS;-522.490;-286.005;4526
2224;RS;-521.490;-286.005;4504
2225;RS;-520.490;-286.005;4482
2226;RS;-519.490;-286.005;4462
2227;RS;-518.490;-286.005;4457
2228;RS;-517.490;-286.005;4458
2229;RS;-516.490;-286.005;4451
2230;RS;-515.490;-286.005;4445
2231;RS;-514.490;-286.005;4445
2232;RS;-513.490;-286.005;4452
