ID;UF;LON;LAT;ANNUAL
3645;PR;-517.490;-263.005;4434
3646;PR;-516.490;-263.005;4382
3647;PR;-515.490;-263.005;4290
3648;PR;-514.490;-263.005;4235
3649;PR;-513.490;-263.005;4200
3650;PR;-512.490;-263.005;4192
3651;PR;-511.490;-263.005;4175
3652;PR;-510.490;-263.005;4133
3653;PR;-509.490;-263.005;4103
3654;PR;-508.490;-263.005;4084
3678;PR;-537.490;-262.005;4710
3679;PR;-536.490;-262.005;4713
3680;PR;-535.490;-262.005;4736
3681;PR;-534.490;-262.005;4737
3682;PR;-533.490;-262.005;4711
3683;PR;-532.490;-262.005;4688
3684;PR;-531.490;-262.005;4689
3685;PR;-530.490;-262.005;4703
3686;PR;-529.490;-262.005;4695
3687;PR;-528.490;-262.005;4700
3688;PR;-527.490;-262.005;4710
3689;PR;-526.490;-262.005;4690
3690;PR;-525.490;-262.005;4705
3691;PR;-524.490;-262.005;4692
3692;PR;-523.490;-262.005;4669
3693;PR;-522.490;-262.005;4649
3694;PR;-521.490;-262.005;4630
3695;PR;-520.490;-262.005;4604
3696;PR;-519.490;-262.005;4570
3697;PR;-518.490;-262.005;4523
3698;PR;-517.490;-262.005;4465
3699;PR;-516.490;-262.005;4372
3700;PR;-515.490;-262.005;4288
3701;PR;-514.490;-262.005;4272
3702;PR;-513.490;-262.005;4247
3703;PR;-512.490;-262.005;4231
3704;PR;-511.490;-262.005;4189
3705;PR;-510.490;-262.005;4144
3706;PR;-509.490;-262.005;4090
3707;PR;-508.490;-262.005;4053
3708;PR;-507.490;-262.005;4055
3709;PR;-506.490;-262.005;4073
3718;PR;-497.490;-262.005;4128
3719;PR;-496.490;-262.005;4116
3720;PR;-495.490;-262.005;4098
3721;PR;-494.490;-262.005;4079
3722;PR;-493.490;-262.005;4064
3732;PR;-537.490;-261.005;4736
3733;PR;-536.490;-261.005;4734
3734;PR;-535.490;-261.005;4763
3735;PR;-534.490;-261.005;4758
3736;PR;-533.490;-261.005;4722
3737;PR;-532.490;-261.005;4701
3738;PR;-531.490;-261.005;4695
3739;PR;-530.490;-261.005;4703
3740;PR;-529.490;-261.005;4719
3741;PR;-528.490;-261.005;4723
3742;PR;-527.490;-261.005;4727
3743;PR;-526.490;-261.005;4713
3744;PR;-525.490;-261.005;4713
3745;PR;-524.490;-261.005;4700
3746;PR;-523.490;-261.005;4667
3747;PR;-522.490;-261.005;4659
3748;PR;-521.490;-261.005;4664
3749;PR;-520.490;-261.005;4651
3750;PR;-519.490;-261.005;4614
3751;PR;-518.490;-261.005;4552
3752;PR;-517.490;-261.005;4488
3753;PR;-516.490;-261.005;4420
3754;PR;-515.490;-261.005;4351
3755;PR;-514.490;-261.005;4316
3756;PR;-513.490;-261.005;4281
3757;PR;-512.490;-261.005;4253
3758;PR;-511.490;-261.005;4224
3759;PR;-510.490;-261.005;4194
3760;PR;-509.490;-261.005;4108
3761;PR;-508.490;-261.005;4031
3762;PR;-507.490;-261.005;4052
3763;PR;-506.490;-261.005;4082
3764;PR;-505.490;-261.005;4097
3765;PR;-504.490;-261.005;4105
3766;PR;-503.490;-261.005;4121
3767;PR;-502.490;-261.005;4140
3768;PR;-501.490;-261.005;4151
3769;PR;-500.490;-261.005;4173
3770;PR;-499.490;-261.005;4171
3771;PR;-498.490;-261.005;4152
3772;PR;-497.490;-261.005;4139
3773;PR;-496.490;-261.005;4142
3774;PR;-495.490;-261.005;4131
3775;PR;-494.490;-261.005;4122
3776;PR;-493.490;-261.005;4116
3777;PR;-492.490;-261.005;4091
3785;PR;-538.490;-260.005;4757
3786;PR;-537.490;-260.005;4751
3787;PR;-536.490;-260.005;4755
3788;PR;-535.490;-260.005;4777
3789;PR;-534.490;-260.005;4757
3790;PR;-533.490;-260.005;4736
3791;PR;-532.490;-260.005;4733
3792;PR;-531.490;-260.005;4722
3793;PR;-530.490;-260.005;4724
3794;PR;-529.490;-260.005;4739
3795;PR;-528.490;-260.005;4747
3796;PR;-527.490;-260.005;4743
3797;PR;-526.490;-260.005;4717
3798;PR;-525.490;-260.005;4709
3799;PR;-524.490;-260.005;4712
3800;PR;-523.490;-260.005;4684
3801;PR;-522.490;-260.005;4680
3802;PR;-521.490;-260.005;4695
3803;PR;-520.490;-260.005;4677
3804;PR;-519.490;-260.005;4621
3805;PR;-518.490;-260.005;4544
3806;PR;-517.490;-260.005;4489
3807;PR;-516.490;-260.005;4457
3808;PR;-515.490;-260.005;4362
3809;PR;-514.490;-260.005;4314
3810;PR;-513.490;-260.005;4300
3811;PR;-512.490;-260.005;4287
3812;PR;-511.490;-260.005;4256
3813;PR;-510.490;-260.005;4203
3814;PR;-509.490;-260.005;4109
3815;PR;-508.490;-260.005;4058
3816;PR;-507.490;-260.005;4070
3817;PR;-506.490;-260.005;4085
3818;PR;-505.490;-260.005;4092
3819;PR;-504.490;-260.005;4113
3820;PR;-503.490;-260.005;4133
3821;PR;-502.490;-260.005;4150
3822;PR;-501.490;-260.005;4165
3823;PR;-500.490;-260.005;4179
3824;PR;-499.490;-260.005;4172
3825;PR;-498.490;-260.005;4173
3826;PR;-497.490;-260.005;4167
3827;PR;-496.490;-260.005;4162
3828;PR;-495.490;-260.005;4163
3829;PR;-494.490;-260.005;4153
3830;PR;-493.490;-260.005;4136
3831;PR;-492.490;-260.005;4105
3832;PR;-491.490;-260.005;4087
3833;PR;-490.490;-260.005;4029
3834;PR;-489.490;-260.005;3799
3835;PR;-488.490;-260.005;3594
3836;PR;-487.490;-260.005;3733
3837;PR;-486.490;-260.005;3905
3838;PR;-485.490;-260.005;4056
3839;PR;-538.490;-259.005;4761
3840;PR;-537.490;-259.005;4773
3841;PR;-536.490;-259.005;4778
3842;PR;-535.490;-259.005;4785
3843;PR;-534.490;-259.005;4763
3844;PR;-533.490;-259.005;4760
3845;PR;-532.490;-259.005;4759
3846;PR;-531.490;-259.005;4750
3847;PR;-530.490;-259.005;4749
3848;PR;-529.490;-259.005;4766
3849;PR;-528.490;-259.005;4769
3850;PR;-527.490;-259.005;4747
3851;PR;-526.490;-259.005;4727
3852;PR;-525.490;-259.005;4720
3853;PR;-524.490;-259.005;4728
3854;PR;-523.490;-259.005;4714
3855;PR;-522.490;-259.005;4719
3856;PR;-521.490;-259.005;4714
3857;PR;-520.490;-259.005;4675
3858;PR;-519.490;-259.005;4618
3859;PR;-518.490;-259.005;4569
3860;PR;-517.490;-259.005;4521
3861;PR;-516.490;-259.005;4494
3862;PR;-515.490;-259.005;4405
3863;PR;-514.490;-259.005;4345
3864;PR;-513.490;-259.005;4314
3865;PR;-512.490;-259.005;4307
3866;PR;-511.490;-259.005;4267
3867;PR;-510.490;-259.005;4203
3868;PR;-509.490;-259.005;4114
3869;PR;-508.490;-259.005;4089
3870;PR;-507.490;-259.005;4112
3871;PR;-506.490;-259.005;4111
3872;PR;-505.490;-259.005;4113
3873;PR;-504.490;-259.005;4133
3874;PR;-503.490;-259.005;4148
3875;PR;-502.490;-259.005;4167
3876;PR;-501.490;-259.005;4192
3877;PR;-500.490;-259.005;4200
3878;PR;-499.490;-259.005;4194
3879;PR;-498.490;-259.005;4191
3880;PR;-497.490;-259.005;4184
3881;PR;-496.490;-259.005;4176
3882;PR;-495.490;-259.005;4179
3883;PR;-494.490;-259.005;4165
3884;PR;-493.490;-259.005;4154
3885;PR;-492.490;-259.005;4117
3886;PR;-491.490;-259.005;4101
3887;PR;-490.490;-259.005;4056
3888;PR;-489.490;-259.005;3809
3889;PR;-488.490;-259.005;3659
3890;PR;-487.490;-259.005;3751
3891;PR;-486.490;-259.005;3890
3892;PR;-485.490;-259.005;3968
3893;PR;-538.490;-258.005;4775
3894;PR;-537.490;-258.005;4782
3895;PR;-536.490;-258.005;4780
3896;PR;-535.490;-258.005;4786
3897;PR;-534.490;-258.005;4781
3898;PR;-533.490;-258.005;4785
3899;PR;-532.490;-258.005;4769
3900;PR;-531.490;-258.005;4758
3901;PR;-530.490;-258.005;4758
3902;PR;-529.490;-258.005;4778
3903;PR;-528.490;-258.005;4768
3904;PR;-527.490;-258.005;4763
3905;PR;-526.490;-258.005;4749
3906;PR;-525.490;-258.005;4747
3907;PR;-524.490;-258.005;4765
3908;PR;-523.490;-258.005;4750
3909;PR;-522.490;-258.005;4738
3910;PR;-521.490;-258.005;4727
3911;PR;-520.490;-258.005;4692
3912;PR;-519.490;-258.005;4644
3913;PR;-518.490;-258.005;4613
3914;PR;-517.490;-258.005;4573
3915;PR;-516.490;-258.005;4536
3916;PR;-515.490;-258.005;4476
3917;PR;-514.490;-258.005;4408
3918;PR;-513.490;-258.005;4330
3919;PR;-512.490;-258.005;4301
3920;PR;-511.490;-258.005;4276
3921;PR;-510.490;-258.005;4224
3922;PR;-509.490;-258.005;4137
3923;PR;-508.490;-258.005;4122
3924;PR;-507.490;-258.005;4148
3925;PR;-506.490;-258.005;4147
3926;PR;-505.490;-258.005;4154
3927;PR;-504.490;-258.005;4168
3928;PR;-503.490;-258.005;4171
3929;PR;-502.490;-258.005;4174
3930;PR;-501.490;-258.005;4206
3931;PR;-500.490;-258.005;4215
3932;PR;-499.490;-258.005;4223
3933;PR;-498.490;-258.005;4220
3934;PR;-497.490;-258.005;4208
3935;PR;-496.490;-258.005;4190
3936;PR;-495.490;-258.005;4191
3937;PR;-494.490;-258.005;4184
3938;PR;-493.490;-258.005;4164
3939;PR;-492.490;-258.005;4137
3940;PR;-491.490;-258.005;4108
3941;PR;-490.490;-258.005;3975
3942;PR;-489.490;-258.005;3798
3943;PR;-488.490;-258.005;3741
3944;PR;-487.490;-258.005;3732
3945;PR;-486.490;-258.005;3789
3946;PR;-485.490;-258.005;3845
3947;PR;-544.490;-257.005;4769
3948;PR;-538.490;-257.005;4764
3949;PR;-537.490;-257.005;4768
3950;PR;-536.490;-257.005;4775
3951;PR;-535.490;-257.005;4779
3952;PR;-534.490;-257.005;4787
3953;PR;-533.490;-257.005;4779
3954;PR;-532.490;-257.005;4778
3955;PR;-531.490;-257.005;4774
3956;PR;-530.490;-257.005;4768
3957;PR;-529.490;-257.005;4750
3958;PR;-528.490;-257.005;4751
3959;PR;-527.490;-257.005;4754
3960;PR;-526.490;-257.005;4742
3961;PR;-525.490;-257.005;4728
3962;PR;-524.490;-257.005;4737
3963;PR;-523.490;-257.005;4724
3964;PR;-522.490;-257.005;4714
3965;PR;-521.490;-257.005;4710
3966;PR;-520.490;-257.005;4669
3967;PR;-519.490;-257.005;4656
3968;PR;-518.490;-257.005;4641
3969;PR;-517.490;-257.005;4607
3970;PR;-516.490;-257.005;4593
3971;PR;-515.490;-257.005;4544
3972;PR;-514.490;-257.005;4482
3973;PR;-513.490;-257.005;4403
3974;PR;-512.490;-257.005;4308
3975;PR;-511.490;-257.005;4270
3976;PR;-510.490;-257.005;4251
3977;PR;-509.490;-257.005;4170
3978;PR;-508.490;-257.005;4186
3979;PR;-507.490;-257.005;4203
3980;PR;-506.490;-257.005;4206
3981;PR;-505.490;-257.005;4215
3982;PR;-504.490;-257.005;4229
3983;PR;-503.490;-257.005;4214
3984;PR;-502.490;-257.005;4219
3985;PR;-501.490;-257.005;4227
3986;PR;-500.490;-257.005;4247
3987;PR;-499.490;-257.005;4250
3988;PR;-498.490;-257.005;4262
3989;PR;-497.490;-257.005;4266
3990;PR;-496.490;-257.005;4232
3991;PR;-495.490;-257.005;4205
3992;PR;-494.490;-257.005;4194
3993;PR;-493.490;-257.005;4175
3994;PR;-492.490;-257.005;4166
3995;PR;-491.490;-257.005;4137
3996;PR;-490.490;-257.005;4015
3997;PR;-489.490;-257.005;3839
3998;PR;-488.490;-257.005;3701
3999;PR;-487.490;-257.005;3702
4000;PR;-486.490;-257.005;3702
4001;PR;-485.490;-257.005;3802
4002;PR;-484.490;-257.005;4016
4004;PR;-545.490;-256.005;4767
4005;PR;-544.490;-256.005;4756
4006;PR;-543.490;-256.005;4760
4007;PR;-542.490;-256.005;4761
4008;PR;-541.490;-256.005;4759
4009;PR;-540.490;-256.005;4763
4010;PR;-539.490;-256.005;4751
4011;PR;-538.490;-256.005;4739
4012;PR;-537.490;-256.005;4747
4013;PR;-536.490;-256.005;4750
4014;PR;-535.490;-256.005;4762
4015;PR;-534.490;-256.005;4763
4016;PR;-533.490;-256.005;4760
4017;PR;-532.490;-256.005;4760
4018;PR;-531.490;-256.005;4757
4019;PR;-530.490;-256.005;4750
4020;PR;-529.490;-256.005;4736
4021;PR;-528.490;-256.005;4728
4022;PR;-527.490;-256.005;4724
4023;PR;-526.490;-256.005;4690
4024;PR;-525.490;-256.005;4697
4025;PR;-524.490;-256.005;4710
4026;PR;-523.490;-256.005;4676
4027;PR;-522.490;-256.005;4690
4028;PR;-521.490;-256.005;4723
4029;PR;-520.490;-256.005;4685
4030;PR;-519.490;-256.005;4654
4031;PR;-518.490;-256.005;4643
4032;PR;-517.490;-256.005;4606
4033;PR;-516.490;-256.005;4582
4034;PR;-515.490;-256.005;4556
4035;PR;-514.490;-256.005;4538
4036;PR;-513.490;-256.005;4477
4037;PR;-512.490;-256.005;4337
4038;PR;-511.490;-256.005;4262
4039;PR;-510.490;-256.005;4244
4040;PR;-509.490;-256.005;4228
4041;PR;-508.490;-256.005;4253
4042;PR;-507.490;-256.005;4252
4043;PR;-506.490;-256.005;4253
4044;PR;-505.490;-256.005;4268
4045;PR;-504.490;-256.005;4273
4046;PR;-503.490;-256.005;4265
4047;PR;-502.490;-256.005;4267
4048;PR;-501.490;-256.005;4273
4049;PR;-500.490;-256.005;4287
4050;PR;-499.490;-256.005;4289
4051;PR;-498.490;-256.005;4287
4052;PR;-497.490;-256.005;4292
4053;PR;-496.490;-256.005;4251
4054;PR;-495.490;-256.005;4215
4055;PR;-494.490;-256.005;4198
4056;PR;-493.490;-256.005;4180
4057;PR;-492.490;-256.005;4171
4058;PR;-491.490;-256.005;4150
4059;PR;-490.490;-256.005;4093
4060;PR;-489.490;-256.005;3918
4061;PR;-488.490;-256.005;3749
4062;PR;-487.490;-256.005;3838
4063;PR;-486.490;-256.005;3825
4064;PR;-485.490;-256.005;3894
4065;PR;-484.490;-256.005;3995
4066;PR;-483.490;-256.005;4079
4067;PR;-482.490;-256.005;4146
4068;PR;-546.490;-255.005;4767
4069;PR;-545.490;-255.005;4776
4070;PR;-544.490;-255.005;4779
4071;PR;-543.490;-255.005;4763
4072;PR;-542.490;-255.005;4749
4073;PR;-541.490;-255.005;4733
4074;PR;-540.490;-255.005;4729
4075;PR;-539.490;-255.005;4718
4076;PR;-538.490;-255.005;4718
4077;PR;-537.490;-255.005;4719
4078;PR;-536.490;-255.005;4716
4079;PR;-535.490;-255.005;4729
4080;PR;-534.490;-255.005;4720
4081;PR;-533.490;-255.005;4722
4082;PR;-532.490;-255.005;4731
4083;PR;-531.490;-255.005;4719
4084;PR;-530.490;-255.005;4716
4085;PR;-529.490;-255.005;4721
4086;PR;-528.490;-255.005;4707
4087;PR;-527.490;-255.005;4705
4088;PR;-526.490;-255.005;4682
4089;PR;-525.490;-255.005;4699
4090;PR;-524.490;-255.005;4701
4091;PR;-523.490;-255.005;4668
4092;PR;-522.490;-255.005;4684
4093;PR;-521.490;-255.005;4708
4094;PR;-520.490;-255.005;4701
4095;PR;-519.490;-255.005;4678
4096;PR;-518.490;-255.005;4659
4097;PR;-517.490;-255.005;4627
4098;PR;-516.490;-255.005;4609
4099;PR;-515.490;-255.005;4575
4100;PR;-514.490;-255.005;4542
4101;PR;-513.490;-255.005;4483
4102;PR;-512.490;-255.005;4375
4103;PR;-511.490;-255.005;4278
4104;PR;-510.490;-255.005;4253
4105;PR;-509.490;-255.005;4308
4106;PR;-508.490;-255.005;4319
4107;PR;-507.490;-255.005;4326
4108;PR;-506.490;-255.005;4311
4109;PR;-505.490;-255.005;4303
4110;PR;-504.490;-255.005;4310
4111;PR;-503.490;-255.005;4315
4112;PR;-502.490;-255.005;4315
4113;PR;-501.490;-255.005;4326
4114;PR;-500.490;-255.005;4327
4115;PR;-499.490;-255.005;4322
4116;PR;-498.490;-255.005;4310
4117;PR;-497.490;-255.005;4304
4118;PR;-496.490;-255.005;4210
4119;PR;-495.490;-255.005;4188
4120;PR;-494.490;-255.005;4199
4121;PR;-493.490;-255.005;4195
4122;PR;-492.490;-255.005;4201
4123;PR;-491.490;-255.005;4176
4124;PR;-490.490;-255.005;4142
4125;PR;-489.490;-255.005;3901
4126;PR;-488.490;-255.005;3785
4127;PR;-487.490;-255.005;3922
4128;PR;-486.490;-255.005;3961
4129;PR;-485.490;-255.005;3904
4130;PR;-484.490;-255.005;3979
4131;PR;-483.490;-255.005;4042
4132;PR;-482.490;-255.005;4048
4133;PR;-546.490;-254.005;4759
4134;PR;-545.490;-254.005;4782
4135;PR;-544.490;-254.005;4802
4136;PR;-543.490;-254.005;4790
4137;PR;-542.490;-254.005;4765
4138;PR;-541.490;-254.005;4739
4139;PR;-540.490;-254.005;4724
4140;PR;-539.490;-254.005;4713
4141;PR;-538.490;-254.005;4695
4142;PR;-537.490;-254.005;4697
4143;PR;-536.490;-254.005;4687
4144;PR;-535.490;-254.005;4707
4145;PR;-534.490;-254.005;4716
4146;PR;-533.490;-254.005;4709
4147;PR;-532.490;-254.005;4724
4148;PR;-531.490;-254.005;4717
4149;PR;-530.490;-254.005;4733
4150;PR;-529.490;-254.005;4739
4151;PR;-528.490;-254.005;4725
4152;PR;-527.490;-254.005;4701
4153;PR;-526.490;-254.005;4690
4154;PR;-525.490;-254.005;4704
4155;PR;-524.490;-254.005;4721
4156;PR;-523.490;-254.005;4684
4157;PR;-522.490;-254.005;4689
4158;PR;-521.490;-254.005;4693
4159;PR;-520.490;-254.005;4694
4160;PR;-519.490;-254.005;4680
4161;PR;-518.490;-254.005;4654
4162;PR;-517.490;-254.005;4637
4163;PR;-516.490;-254.005;4625
4164;PR;-515.490;-254.005;4590
4165;PR;-514.490;-254.005;4543
4166;PR;-513.490;-254.005;4483
4167;PR;-512.490;-254.005;4379
4168;PR;-511.490;-254.005;4289
4169;PR;-510.490;-254.005;4318
4170;PR;-509.490;-254.005;4353
4171;PR;-508.490;-254.005;4375
4172;PR;-507.490;-254.005;4375
4173;PR;-506.490;-254.005;4346
4174;PR;-505.490;-254.005;4333
4175;PR;-504.490;-254.005;4353
4176;PR;-503.490;-254.005;4363
4177;PR;-502.490;-254.005;4356
4178;PR;-501.490;-254.005;4382
4179;PR;-500.490;-254.005;4372
4180;PR;-499.490;-254.005;4360
4181;PR;-498.490;-254.005;4343
4182;PR;-497.490;-254.005;4264
4183;PR;-496.490;-254.005;4184
4184;PR;-495.490;-254.005;4190
4185;PR;-494.490;-254.005;4211
4186;PR;-493.490;-254.005;4214
4187;PR;-492.490;-254.005;4194
4188;PR;-491.490;-254.005;4176
4189;PR;-490.490;-254.005;4165
4190;PR;-489.490;-254.005;4024
4191;PR;-488.490;-254.005;3805
4192;PR;-487.490;-254.005;3825
4193;PR;-486.490;-254.005;3889
4194;PR;-485.490;-254.005;3832
4195;PR;-484.490;-254.005;3928
4196;PR;-483.490;-254.005;3985
4197;PR;-482.490;-254.005;3918
4198;PR;-481.490;-254.005;3970
4199;PR;-545.490;-253.005;4777
4200;PR;-544.490;-253.005;4819
4201;PR;-543.490;-253.005;4803
4202;PR;-542.490;-253.005;4771
4203;PR;-541.490;-253.005;4749
4204;PR;-540.490;-253.005;4729
4205;PR;-539.490;-253.005;4715
4206;PR;-538.490;-253.005;4688
4207;PR;-537.490;-253.005;4688
4208;PR;-536.490;-253.005;4679
4209;PR;-535.490;-253.005;4696
4210;PR;-534.490;-253.005;4716
4211;PR;-533.490;-253.005;4715
4212;PR;-532.490;-253.005;4706
4213;PR;-531.490;-253.005;4716
4214;PR;-530.490;-253.005;4726
4215;PR;-529.490;-253.005;4733
4216;PR;-528.490;-253.005;4729
4217;PR;-527.490;-253.005;4704
4218;PR;-526.490;-253.005;4696
4219;PR;-525.490;-253.005;4718
4220;PR;-524.490;-253.005;4741
4221;PR;-523.490;-253.005;4712
4222;PR;-522.490;-253.005;4718
4223;PR;-521.490;-253.005;4701
4224;PR;-520.490;-253.005;4687
4225;PR;-519.490;-253.005;4679
4226;PR;-518.490;-253.005;4656
4227;PR;-517.490;-253.005;4642
4228;PR;-516.490;-253.005;4623
4229;PR;-515.490;-253.005;4599
4230;PR;-514.490;-253.005;4554
4231;PR;-513.490;-253.005;4503
4232;PR;-512.490;-253.005;4389
4233;PR;-511.490;-253.005;4325
4234;PR;-510.490;-253.005;4381
4235;PR;-509.490;-253.005;4392
4236;PR;-508.490;-253.005;4433
4237;PR;-507.490;-253.005;4425
4238;PR;-506.490;-253.005;4381
4239;PR;-505.490;-253.005;4377
4240;PR;-504.490;-253.005;4385
4241;PR;-503.490;-253.005;4398
4242;PR;-502.490;-253.005;4406
4243;PR;-501.490;-253.005;4416
4244;PR;-500.490;-253.005;4407
4245;PR;-499.490;-253.005;4392
4246;PR;-498.490;-253.005;4338
4247;PR;-497.490;-253.005;4203
4248;PR;-496.490;-253.005;4185
4249;PR;-495.490;-253.005;4198
4250;PR;-494.490;-253.005;4228
4251;PR;-493.490;-253.005;4237
4252;PR;-492.490;-253.005;4194
4253;PR;-491.490;-253.005;4184
4254;PR;-490.490;-253.005;4177
4255;PR;-489.490;-253.005;4133
4256;PR;-488.490;-253.005;3923
4257;PR;-487.490;-253.005;3712
4258;PR;-486.490;-253.005;3811
4259;PR;-485.490;-253.005;3820
4260;PR;-484.490;-253.005;3891
4261;PR;-483.490;-253.005;3910
4262;PR;-482.490;-253.005;3806
4263;PR;-481.490;-253.005;3781
4264;PR;-480.490;-253.005;3990
4265;PR;-544.490;-252.005;4839
4266;PR;-543.490;-252.005;4809
4267;PR;-542.490;-252.005;4777
4268;PR;-541.490;-252.005;4778
4269;PR;-540.490;-252.005;4756
4270;PR;-539.490;-252.005;4734
4271;PR;-538.490;-252.005;4694
4272;PR;-537.490;-252.005;4693
4273;PR;-536.490;-252.005;4685
4274;PR;-535.490;-252.005;4695
4275;PR;-534.490;-252.005;4711
4276;PR;-533.490;-252.005;4727
4277;PR;-532.490;-252.005;4702
4278;PR;-531.490;-252.005;4702
4279;PR;-530.490;-252.005;4710
4280;PR;-529.490;-252.005;4730
4281;PR;-528.490;-252.005;4733
4282;PR;-527.490;-252.005;4730
4283;PR;-526.490;-252.005;4730
4284;PR;-525.490;-252.005;4755
4285;PR;-524.490;-252.005;4771
4286;PR;-523.490;-252.005;4776
4287;PR;-522.490;-252.005;4754
4288;PR;-521.490;-252.005;4732
4289;PR;-520.490;-252.005;4715
4290;PR;-519.490;-252.005;4704
4291;PR;-518.490;-252.005;4667
4292;PR;-517.490;-252.005;4638
4293;PR;-516.490;-252.005;4623
4294;PR;-515.490;-252.005;4584
4295;PR;-514.490;-252.005;4554
4296;PR;-513.490;-252.005;4544
4297;PR;-512.490;-252.005;4453
4298;PR;-511.490;-252.005;4409
4299;PR;-510.490;-252.005;4439
4300;PR;-509.490;-252.005;4458
4301;PR;-508.490;-252.005;4495
4302;PR;-507.490;-252.005;4480
4303;PR;-506.490;-252.005;4446
4304;PR;-505.490;-252.005;4440
4305;PR;-504.490;-252.005;4425
4306;PR;-503.490;-252.005;4449
4307;PR;-502.490;-252.005;4456
4308;PR;-501.490;-252.005;4453
4309;PR;-500.490;-252.005;4445
4310;PR;-499.490;-252.005;4380
4311;PR;-498.490;-252.005;4234
4312;PR;-497.490;-252.005;4185
4313;PR;-496.490;-252.005;4181
4314;PR;-495.490;-252.005;4212
4315;PR;-494.490;-252.005;4259
4316;PR;-493.490;-252.005;4260
4317;PR;-492.490;-252.005;4248
4318;PR;-491.490;-252.005;4223
4319;PR;-490.490;-252.005;4172
4320;PR;-489.490;-252.005;4143
4321;PR;-488.490;-252.005;4078
4322;PR;-487.490;-252.005;3791
4323;PR;-486.490;-252.005;3760
4324;PR;-485.490;-252.005;3801
4325;PR;-484.490;-252.005;3802
4326;PR;-483.490;-252.005;3807
4327;PR;-482.490;-252.005;3755
4328;PR;-481.490;-252.005;3685
4329;PR;-480.490;-252.005;3886
4331;PR;-544.490;-251.005;4832
4332;PR;-543.490;-251.005;4819
4333;PR;-542.490;-251.005;4792
4334;PR;-541.490;-251.005;4777
4335;PR;-540.490;-251.005;4778
4336;PR;-539.490;-251.005;4758
4337;PR;-538.490;-251.005;4728
4338;PR;-537.490;-251.005;4708
4339;PR;-536.490;-251.005;4697
4340;PR;-535.490;-251.005;4706
4341;PR;-534.490;-251.005;4727
4342;PR;-533.490;-251.005;4747
4343;PR;-532.490;-251.005;4724
4344;PR;-531.490;-251.005;4711
4345;PR;-530.490;-251.005;4722
4346;PR;-529.490;-251.005;4743
4347;PR;-528.490;-251.005;4762
4348;PR;-527.490;-251.005;4773
4349;PR;-526.490;-251.005;4789
4350;PR;-525.490;-251.005;4798
4351;PR;-524.490;-251.005;4786
4352;PR;-523.490;-251.005;4784
4353;PR;-522.490;-251.005;4767
4354;PR;-521.490;-251.005;4748
4355;PR;-520.490;-251.005;4722
4356;PR;-519.490;-251.005;4698
4357;PR;-518.490;-251.005;4674
4358;PR;-517.490;-251.005;4647
4359;PR;-516.490;-251.005;4632
4360;PR;-515.490;-251.005;4587
4361;PR;-514.490;-251.005;4585
4362;PR;-513.490;-251.005;4602
4363;PR;-512.490;-251.005;4534
4364;PR;-511.490;-251.005;4520
4365;PR;-510.490;-251.005;4531
4366;PR;-509.490;-251.005;4545
4367;PR;-508.490;-251.005;4539
4368;PR;-507.490;-251.005;4517
4369;PR;-506.490;-251.005;4496
4370;PR;-505.490;-251.005;4498
4371;PR;-504.490;-251.005;4498
4372;PR;-503.490;-251.005;4513
4373;PR;-502.490;-251.005;4510
4374;PR;-501.490;-251.005;4490
4375;PR;-500.490;-251.005;4478
4376;PR;-499.490;-251.005;4319
4377;PR;-498.490;-251.005;4217
4378;PR;-497.490;-251.005;4197
4379;PR;-496.490;-251.005;4190
4380;PR;-495.490;-251.005;4208
4381;PR;-494.490;-251.005;4257
4382;PR;-493.490;-251.005;4273
4383;PR;-492.490;-251.005;4269
4384;PR;-491.490;-251.005;4254
4385;PR;-490.490;-251.005;4208
4386;PR;-489.490;-251.005;4138
4387;PR;-488.490;-251.005;4089
4388;PR;-487.490;-251.005;3936
4389;PR;-486.490;-251.005;3905
4390;PR;-485.490;-251.005;3874
4391;PR;-484.490;-251.005;3769
4392;PR;-483.490;-251.005;3786
4393;PR;-482.490;-251.005;3772
4394;PR;-481.490;-251.005;3794
4398;PR;-544.490;-250.005;4832
4399;PR;-543.490;-250.005;4819
4400;PR;-542.490;-250.005;4804
4401;PR;-541.490;-250.005;4792
4402;PR;-540.490;-250.005;4776
4403;PR;-539.490;-250.005;4768
4404;PR;-538.490;-250.005;4749
4405;PR;-537.490;-250.005;4741
4406;PR;-536.490;-250.005;4730
4407;PR;-535.490;-250.005;4726
4408;PR;-534.490;-250.005;4724
4409;PR;-533.490;-250.005;4735
4410;PR;-532.490;-250.005;4736
4411;PR;-531.490;-250.005;4730
4412;PR;-530.490;-250.005;4752
4413;PR;-529.490;-250.005;4784
4414;PR;-528.490;-250.005;4792
4415;PR;-527.490;-250.005;4802
4416;PR;-526.490;-250.005;4818
4417;PR;-525.490;-250.005;4810
4418;PR;-524.490;-250.005;4787
4419;PR;-523.490;-250.005;4779
4420;PR;-522.490;-250.005;4769
4421;PR;-521.490;-250.005;4764
4422;PR;-520.490;-250.005;4740
4423;PR;-519.490;-250.005;4724
4424;PR;-518.490;-250.005;4692
4425;PR;-517.490;-250.005;4661
4426;PR;-516.490;-250.005;4643
4427;PR;-515.490;-250.005;4613
4428;PR;-514.490;-250.005;4629
4429;PR;-513.490;-250.005;4635
4430;PR;-512.490;-250.005;4637
4431;PR;-511.490;-250.005;4601
